video_id,class_name,label,frame_folder,num_frames
HCC9JldRsNc_000000,basketball bounce,0,data/frames/HCC9JldRsNc_000000,8
ZyiDGq0qh2s_000030,dog barking,2,data/frames/ZyiDGq0qh2s_000030,8
aYvjZSYmkT8_000000,basketball bounce,0,data/frames/aYvjZSYmkT8_000000,8
8evHpuXTcgM_000030,typing on computer keyboard,9,data/frames/8evHpuXTcgM_000030,8
gNywrPYiLCM_000162,hammering nails,6,data/frames/gNywrPYiLCM_000162,7
-T8L4SVm3u0_000001,footsteps on snow,5,data/frames/-T8L4SVm3u0_000001,8
uzZ0s6k6vzE_000360,footsteps on snow,5,data/frames/uzZ0s6k6vzE_000360,8
MgD5JedaXGs_000020,dog barking,2,data/frames/MgD5JedaXGs_000020,8
WatvT8A8iug_000100,car passing by,1,data/frames/WatvT8A8iug_000100,8
ofaRUcJoAkg_000004,footsteps on snow,5,data/frames/ofaRUcJoAkg_000004,7
jlSuqrGSWAk_000370,basketball bounce,0,data/frames/jlSuqrGSWAk_000370,8
9ppa4lXXspA_000030,dog barking,2,data/frames/9ppa4lXXspA_000030,8
24tWz7gmngI_000030,typing on computer keyboard,9,data/frames/24tWz7gmngI_000030,8
f4w6aJMNXSk_000030,car passing by,1,data/frames/f4w6aJMNXSk_000030,8
1G6wtnmdZhE_000030,car passing by,1,data/frames/1G6wtnmdZhE_000030,8
0d6YdyxkXzQ_000815,ripping paper,8,data/frames/0d6YdyxkXzQ_000815,6
DXM-kf0Xomc_000328,hammering nails,6,data/frames/DXM-kf0Xomc_000328,8
0H25ve3qts4_000001,door slamming,3,data/frames/0H25ve3qts4_000001,8
Wce8rgsG4rQ_000030,fire crackling,4,data/frames/Wce8rgsG4rQ_000030,8
5aghVQEylEQ_000000,typing on computer keyboard,9,data/frames/5aghVQEylEQ_000000,8
ZsIqiDfSJNk_000030,fire crackling,4,data/frames/ZsIqiDfSJNk_000030,8
d2yLX6TwS_c_000030,dog barking,2,data/frames/d2yLX6TwS_c_000030,8
5B29CwNwULU_000030,raining,7,data/frames/5B29CwNwULU_000030,8
0H2tR-oOvIY_000003,footsteps on snow,5,data/frames/0H2tR-oOvIY_000003,7
2XFrBXTnNY8_000080,dog barking,2,data/frames/2XFrBXTnNY8_000080,8
4tnwJe6vvrE_000030,raining,7,data/frames/4tnwJe6vvrE_000030,8
LYqVH6Z8ppw_000030,car passing by,1,data/frames/LYqVH6Z8ppw_000030,8
oz-UP7-mCEY_000004,footsteps on snow,5,data/frames/oz-UP7-mCEY_000004,7
IAf3HUIy0lA_000030,fire crackling,4,data/frames/IAf3HUIy0lA_000030,8
PX9kGT0E7B0_000030,dog barking,2,data/frames/PX9kGT0E7B0_000030,8
BHGB73ilrCc_000030,dog barking,2,data/frames/BHGB73ilrCc_000030,8
ENr5NQ-Q5aM_000000,fire crackling,4,data/frames/ENr5NQ-Q5aM_000000,8
7CTzN_wSb6g_000030,raining,7,data/frames/7CTzN_wSb6g_000030,8
b6NX85h2230_000000,door slamming,3,data/frames/b6NX85h2230_000000,8
3yt8xEb1VXA_000200,raining,7,data/frames/3yt8xEb1VXA_000200,8
TL6r9TTR7CY_000030,car passing by,1,data/frames/TL6r9TTR7CY_000030,8
mDhMhpU2ttE_000101,ripping paper,8,data/frames/mDhMhpU2ttE_000101,8
c8lfu6yJ0K4_000003,car passing by,1,data/frames/c8lfu6yJ0K4_000003,8
Jz5wulRv1Ps_000030,typing on computer keyboard,9,data/frames/Jz5wulRv1Ps_000030,8
h3cFTbRIzdY_000106,hammering nails,6,data/frames/h3cFTbRIzdY_000106,6
muq8TGLaiJM_000085,footsteps on snow,5,data/frames/muq8TGLaiJM_000085,6
eP7b4e-GLXA_000030,fire crackling,4,data/frames/eP7b4e-GLXA_000030,8
XOeIr1N3kXM_000000,footsteps on snow,5,data/frames/XOeIr1N3kXM_000000,8
1hknEtsmdOc_000030,car passing by,1,data/frames/1hknEtsmdOc_000030,8
Akmt_1N_tuU_000030,raining,7,data/frames/Akmt_1N_tuU_000030,8
SvRtOYGMWV8_000050,raining,7,data/frames/SvRtOYGMWV8_000050,8
VulCKZgWspc_000080,car passing by,1,data/frames/VulCKZgWspc_000080,8
AF0CtMb81t8_000030,dog barking,2,data/frames/AF0CtMb81t8_000030,8
2JNmOJNTsdE_000032,hammering nails,6,data/frames/2JNmOJNTsdE_000032,8
EWemthMZDkM_000166,hammering nails,6,data/frames/EWemthMZDkM_000166,8
RUfBSmbs6j0_000025,hammering nails,6,data/frames/RUfBSmbs6j0_000025,7
pzbO6YfqYII_000030,door slamming,3,data/frames/pzbO6YfqYII_000030,8
z8CiZOOvzy0_000000,fire crackling,4,data/frames/z8CiZOOvzy0_000000,8
66eFB3sy7Bw_000360,typing on computer keyboard,9,data/frames/66eFB3sy7Bw_000360,8
NF1lwZ24RYI_000030,dog barking,2,data/frames/NF1lwZ24RYI_000030,8
0Cl6hXpryhY_000030,basketball bounce,0,data/frames/0Cl6hXpryhY_000030,8
EQJHgbw5LFE_000000,door slamming,3,data/frames/EQJHgbw5LFE_000000,8
8vasA2D2_Kc_000030,dog barking,2,data/frames/8vasA2D2_Kc_000030,8
B1af2O7jBGs_000040,hammering nails,6,data/frames/B1af2O7jBGs_000040,7
ijc6Ma6c4O0_000090,door slamming,3,data/frames/ijc6Ma6c4O0_000090,8
SQfTvzvUJ6k_000029,hammering nails,6,data/frames/SQfTvzvUJ6k_000029,8
eYPBxXLPSVA_000030,fire crackling,4,data/frames/eYPBxXLPSVA_000030,8
BJRg1SmxfLk_000044,footsteps on snow,5,data/frames/BJRg1SmxfLk_000044,7
C5O4ZDkOGXs_000340,door slamming,3,data/frames/C5O4ZDkOGXs_000340,8
x0fI4QXOz9M_000030,dog barking,2,data/frames/x0fI4QXOz9M_000030,8
HvyXGNx_jYc_000030,raining,7,data/frames/HvyXGNx_jYc_000030,8
3oYSlw6l0XA_000380,typing on computer keyboard,9,data/frames/3oYSlw6l0XA_000380,8
VqBGj3jhiJ0_000030,fire crackling,4,data/frames/VqBGj3jhiJ0_000030,8
MWWihdWE2FE_000060,typing on computer keyboard,9,data/frames/MWWihdWE2FE_000060,8
ChX3mPUgLok_000030,door slamming,3,data/frames/ChX3mPUgLok_000030,8
EScf6Anv-8E_000030,dog barking,2,data/frames/EScf6Anv-8E_000030,8
yNqzpXyIB1o_000030,door slamming,3,data/frames/yNqzpXyIB1o_000030,8
8AdDbRz0SrU_000028,door slamming,3,data/frames/8AdDbRz0SrU_000028,8
9mIDP_OT1uM_000030,door slamming,3,data/frames/9mIDP_OT1uM_000030,8
w7rYHuTG6qI_000030,fire crackling,4,data/frames/w7rYHuTG6qI_000030,8
ZylkgLeV-bU_000023,door slamming,3,data/frames/ZylkgLeV-bU_000023,8
_XyxrZDZ36E_000034,hammering nails,6,data/frames/_XyxrZDZ36E_000034,7
cy7yYRlsmwA_000030,raining,7,data/frames/cy7yYRlsmwA_000030,8
dufRvpDEZS8_000380,raining,7,data/frames/dufRvpDEZS8_000380,8
Q19VErS2iH4_000020,basketball bounce,0,data/frames/Q19VErS2iH4_000020,8
pttd--gmIUY_000030,fire crackling,4,data/frames/pttd--gmIUY_000030,8
8TWtLCjUI5I_000000,dog barking,2,data/frames/8TWtLCjUI5I_000000,8
2QKJuc_Hscc_000050,dog barking,2,data/frames/2QKJuc_Hscc_000050,8
wPoeFpD3gUQ_000358,ripping paper,8,data/frames/wPoeFpD3gUQ_000358,7
vKjtxUDSxCA_000010,door slamming,3,data/frames/vKjtxUDSxCA_000010,8
B_tbkQYT9N0_000030,door slamming,3,data/frames/B_tbkQYT9N0_000030,8
5rWRFrImmHA_000000,footsteps on snow,5,data/frames/5rWRFrImmHA_000000,8
53UdZyM9MyE_000252,ripping paper,8,data/frames/53UdZyM9MyE_000252,8
6ZrhRQItpiI_000028,car passing by,1,data/frames/6ZrhRQItpiI_000028,8
v5IM8bUpeP8_000030,dog barking,2,data/frames/v5IM8bUpeP8_000030,8
AKdT8WAIGmk_000030,basketball bounce,0,data/frames/AKdT8WAIGmk_000030,8
V-Kl0SDidHI_000020,door slamming,3,data/frames/V-Kl0SDidHI_000020,8
b_RtXz277T0_000030,door slamming,3,data/frames/b_RtXz277T0_000030,8
EvzXps-qqO8_000040,basketball bounce,0,data/frames/EvzXps-qqO8_000040,8
IoaLYFNwUdc_000283,hammering nails,6,data/frames/IoaLYFNwUdc_000283,8
P15JhIEHVHg_000030,dog barking,2,data/frames/P15JhIEHVHg_000030,8
Tb2KyzcQoJE_000000,door slamming,3,data/frames/Tb2KyzcQoJE_000000,8
OlKY56Mdn4s_000386,ripping paper,8,data/frames/OlKY56Mdn4s_000386,8
betIn2CIoDw_000000,basketball bounce,0,data/frames/betIn2CIoDw_000000,8
rKByT8fOXpk_000007,footsteps on snow,5,data/frames/rKByT8fOXpk_000007,8
mkVcFFOe3LI_000030,fire crackling,4,data/frames/mkVcFFOe3LI_000030,8
mgihmWi364U_000080,typing on computer keyboard,9,data/frames/mgihmWi364U_000080,8
Mmq9YFHY_80_000000,ripping paper,8,data/frames/Mmq9YFHY_80_000000,8
VazP0kjlliA_000034,hammering nails,6,data/frames/VazP0kjlliA_000034,8
au036eve4s4_000030,raining,7,data/frames/au036eve4s4_000030,8
c1prFYuA4LM_000416,ripping paper,8,data/frames/c1prFYuA4LM_000416,7
fvQeqBqqcVw_000030,raining,7,data/frames/fvQeqBqqcVw_000030,8
6dFyXSkUu14_000000,car passing by,1,data/frames/6dFyXSkUu14_000000,8
AGoxtfIvAmo_000152,ripping paper,8,data/frames/AGoxtfIvAmo_000152,8
YUcV-grp898_000009,typing on computer keyboard,9,data/frames/YUcV-grp898_000009,8
5jZ91X-828c_000170,footsteps on snow,5,data/frames/5jZ91X-828c_000170,8
aQaa8WckFQQ_000537,ripping paper,8,data/frames/aQaa8WckFQQ_000537,8
hgiPphyUS7I_000030,basketball bounce,0,data/frames/hgiPphyUS7I_000030,8
7Ma67n3TbwI_000000,fire crackling,4,data/frames/7Ma67n3TbwI_000000,8
Jm5Qj05pMDQ_000250,raining,7,data/frames/Jm5Qj05pMDQ_000250,8
UxZYiE92UYQ_000152,footsteps on snow,5,data/frames/UxZYiE92UYQ_000152,6
MQtUV_cFcm8_000020,typing on computer keyboard,9,data/frames/MQtUV_cFcm8_000020,8
gmy8czZ3uLc_000030,car passing by,1,data/frames/gmy8czZ3uLc_000030,8
ExniUt3ptMk_000174,hammering nails,6,data/frames/ExniUt3ptMk_000174,8
UsTk4M-U7-4_000246,fire crackling,4,data/frames/UsTk4M-U7-4_000246,8
ikkKlW18s1E_000070,fire crackling,4,data/frames/ikkKlW18s1E_000070,8
Jf1fRu9YgfE_000064,hammering nails,6,data/frames/Jf1fRu9YgfE_000064,8
cSAIhmcH4oY_000081,footsteps on snow,5,data/frames/cSAIhmcH4oY_000081,7
jeu-pldGAdw_000030,typing on computer keyboard,9,data/frames/jeu-pldGAdw_000030,8
HKN2548Ts6A_000030,typing on computer keyboard,9,data/frames/HKN2548Ts6A_000030,8
OD54eF2XKJA_000010,basketball bounce,0,data/frames/OD54eF2XKJA_000010,8
4GsJe7tvsl0_000030,raining,7,data/frames/4GsJe7tvsl0_000030,8
1_Q80fDGLRM_000010,dog barking,2,data/frames/1_Q80fDGLRM_000010,8
uLdRi__nG2c_000030,typing on computer keyboard,9,data/frames/uLdRi__nG2c_000030,8
Jh-upSoOqTc_000270,raining,7,data/frames/Jh-upSoOqTc_000270,8
izIKm2yBDlw_000088,hammering nails,6,data/frames/izIKm2yBDlw_000088,8
v1lL0vPKMq0_000030,fire crackling,4,data/frames/v1lL0vPKMq0_000030,8
6sfjS8pGgjM_000030,fire crackling,4,data/frames/6sfjS8pGgjM_000030,8
kv335KZ0ZR8_000030,basketball bounce,0,data/frames/kv335KZ0ZR8_000030,8
LsBCiA7jkHI_000030,basketball bounce,0,data/frames/LsBCiA7jkHI_000030,8
pKG3RMK__dc_000110,car passing by,1,data/frames/pKG3RMK__dc_000110,8
V2znI68sdJQ_000030,typing on computer keyboard,9,data/frames/V2znI68sdJQ_000030,8
j7LDdHAhIbo_000030,fire crackling,4,data/frames/j7LDdHAhIbo_000030,8
NVTJVKF_ZTw_000030,door slamming,3,data/frames/NVTJVKF_ZTw_000030,8
ss-QmKzI9l4_000030,door slamming,3,data/frames/ss-QmKzI9l4_000030,8
-CZ1LIc8aos_000020,car passing by,1,data/frames/-CZ1LIc8aos_000020,8
1QtsF8qkX1Y_000070,raining,7,data/frames/1QtsF8qkX1Y_000070,8
dZ7a5F_NZKE_000158,ripping paper,8,data/frames/dZ7a5F_NZKE_000158,8
gm7VuxbyNkw_000772,ripping paper,8,data/frames/gm7VuxbyNkw_000772,8
3qe9RK3sMBs_000000,basketball bounce,0,data/frames/3qe9RK3sMBs_000000,8
FeXZY4eVLlo_000040,basketball bounce,0,data/frames/FeXZY4eVLlo_000040,8
-0yRK50zyTI_000030,fire crackling,4,data/frames/-0yRK50zyTI_000030,8
ge3cIE2a9yU_000574,ripping paper,8,data/frames/ge3cIE2a9yU_000574,8
ucNLu7zH3Qc_000470,typing on computer keyboard,9,data/frames/ucNLu7zH3Qc_000470,8
GN6kEiASxaE_000030,basketball bounce,0,data/frames/GN6kEiASxaE_000030,8
2t8rYnARZuI_000030,raining,7,data/frames/2t8rYnARZuI_000030,8
qCYHZCKHrdc_000233,footsteps on snow,5,data/frames/qCYHZCKHrdc_000233,8
NwjeIU2xKE8_000238,hammering nails,6,data/frames/NwjeIU2xKE8_000238,7
dxvhJNXKIw0_000030,fire crackling,4,data/frames/dxvhJNXKIw0_000030,8
OwbF9baVlN4_000264,hammering nails,6,data/frames/OwbF9baVlN4_000264,7
u7ZjZYuYL8w_000030,fire crackling,4,data/frames/u7ZjZYuYL8w_000030,8
BI96CRWSZd4_000374,ripping paper,8,data/frames/BI96CRWSZd4_000374,8
qyaKDCbV0nc_000587,ripping paper,8,data/frames/qyaKDCbV0nc_000587,8
Uvn7waPvseo_000030,typing on computer keyboard,9,data/frames/Uvn7waPvseo_000030,8
QxoFXPR3nOI_000086,footsteps on snow,5,data/frames/QxoFXPR3nOI_000086,8
V3PyScAbdV0_000381,ripping paper,8,data/frames/V3PyScAbdV0_000381,7
FLfRPHFr7mY_000011,footsteps on snow,5,data/frames/FLfRPHFr7mY_000011,8
bG7GnOHpnj8_000030,basketball bounce,0,data/frames/bG7GnOHpnj8_000030,8
QYY8g4sMVWU_000030,basketball bounce,0,data/frames/QYY8g4sMVWU_000030,8
amKlD9GdFvM_000030,raining,7,data/frames/amKlD9GdFvM_000030,8
_HEzeeRT5_0_000040,basketball bounce,0,data/frames/_HEzeeRT5_0_000040,8
bsHlyV39TG4_000000,basketball bounce,0,data/frames/bsHlyV39TG4_000000,8
Ey7CIPAeqsY_000030,dog barking,2,data/frames/Ey7CIPAeqsY_000030,8
LvHVrKhkKBE_000420,raining,7,data/frames/LvHVrKhkKBE_000420,8
oNj-Q5gtYz4_000030,typing on computer keyboard,9,data/frames/oNj-Q5gtYz4_000030,8
rf8nGoe0u2M_000043,footsteps on snow,5,data/frames/rf8nGoe0u2M_000043,8
eJsVdyNPVh0_000500,raining,7,data/frames/eJsVdyNPVh0_000500,8
9-8P2AsfmzU_000030,car passing by,1,data/frames/9-8P2AsfmzU_000030,8
_xOa-Sw2UeY_000397,ripping paper,8,data/frames/_xOa-Sw2UeY_000397,8
1o_gJNHZBZs_000110,footsteps on snow,5,data/frames/1o_gJNHZBZs_000110,6
W8XlZWqklbY_000200,raining,7,data/frames/W8XlZWqklbY_000200,8
Jcz09Kj0nAY_000490,typing on computer keyboard,9,data/frames/Jcz09Kj0nAY_000490,8
VR3BEMxNhz8_000030,fire crackling,4,data/frames/VR3BEMxNhz8_000030,8
oVd-PG3vmQo_000013,car passing by,1,data/frames/oVd-PG3vmQo_000013,8
kuNDPraGm58_000004,footsteps on snow,5,data/frames/kuNDPraGm58_000004,7
xBa0uehB4H8_000000,hammering nails,6,data/frames/xBa0uehB4H8_000000,8
JQwirnKysXI_000030,dog barking,2,data/frames/JQwirnKysXI_000030,8
I9auMdqQlmY_000030,typing on computer keyboard,9,data/frames/I9auMdqQlmY_000030,8
CEzyxkUbG9A_000030,basketball bounce,0,data/frames/CEzyxkUbG9A_000030,8
vsmkIaKIbNI_000643,ripping paper,8,data/frames/vsmkIaKIbNI_000643,8
A6p86Kp6tDE_000030,raining,7,data/frames/A6p86Kp6tDE_000030,8
lfQyTxvpKRk_000030,fire crackling,4,data/frames/lfQyTxvpKRk_000030,8
