file_name,text
video/9-8P2AsfmzU_000030/video.mp4,car passing by
video/_xOa-Sw2UeY_000397/video.mp4,ripping paper
video/1o_gJNHZBZs_000110/video.mp4,footsteps on snow
video/W8XlZWqklbY_000200/video.mp4,raining
video/Jcz09Kj0nAY_000490/video.mp4,typing on computer keyboard
video/VR3BEMxNhz8_000030/video.mp4,fire crackling
video/oVd-PG3vmQo_000013/video.mp4,car passing by
video/kuNDPraGm58_000004/video.mp4,footsteps on snow
video/xBa0uehB4H8_000000/video.mp4,hammering nails
video/JQwirnKysXI_000030/video.mp4,dog barking
video/I9auMdqQlmY_000030/video.mp4,typing on computer keyboard
video/CEzyxkUbG9A_000030/video.mp4,basketball bounce
video/vsmkIaKIbNI_000643/video.mp4,ripping paper
video/A6p86Kp6tDE_000030/video.mp4,raining
video/lfQyTxvpKRk_000030/video.mp4,fire crackling
