video_id,class_name,label,frame_folder,num_frames
BI96CRWSZd4_000223,ripping paper,8,data/frames/BI96CRWSZd4_000223,6
GAi7PmpjSww_000072,footsteps on snow,5,data/frames/GAi7PmpjSww_000072,8
b6NX85h2230_000000,door slamming,3,data/frames/b6NX85h2230_000000,8
KZ1HTf3ifAI_000032,footsteps on snow,5,data/frames/KZ1HTf3ifAI_000032,8
FLfRPHFr7mY_000011,footsteps on snow,5,data/frames/FLfRPHFr7mY_000011,8
6Y3YoMGHufc_000340,typing on computer keyboard,9,data/frames/6Y3YoMGHufc_000340,8
ZsIqiDfSJNk_000030,fire crackling,4,data/frames/ZsIqiDfSJNk_000030,8
EsoKL_41uOc_000023,door slamming,3,data/frames/EsoKL_41uOc_000023,8
eMQQRvh-BUI_000030,door slamming,3,data/frames/eMQQRvh-BUI_000030,8
oag4toyJDZU_000198,ripping paper,8,data/frames/oag4toyJDZU_000198,8
dxvhJNXKIw0_000030,fire crackling,4,data/frames/dxvhJNXKIw0_000030,8
LYqVH6Z8ppw_000030,car passing by,1,data/frames/LYqVH6Z8ppw_000030,8
ikkKlW18s1E_000070,fire crackling,4,data/frames/ikkKlW18s1E_000070,8
BHGB73ilrCc_000030,dog barking,2,data/frames/BHGB73ilrCc_000030,8
UcJci08essY_000090,basketball bounce,0,data/frames/UcJci08essY_000090,8
q1gQRZ3Hi1I_000030,car passing by,1,data/frames/q1gQRZ3Hi1I_000030,8
PuvTDLP8lwM_000030,typing on computer keyboard,9,data/frames/PuvTDLP8lwM_000030,8
C9f_yqkzqac_000510,typing on computer keyboard,9,data/frames/C9f_yqkzqac_000510,8
oVd-PG3vmQo_000013,car passing by,1,data/frames/oVd-PG3vmQo_000013,8
aYvjZSYmkT8_000000,basketball bounce,0,data/frames/aYvjZSYmkT8_000000,8
5aghVQEylEQ_000000,typing on computer keyboard,9,data/frames/5aghVQEylEQ_000000,8
jRRAu-hdI2g_000025,car passing by,1,data/frames/jRRAu-hdI2g_000025,8
V-Kl0SDidHI_000020,door slamming,3,data/frames/V-Kl0SDidHI_000020,8
oqVkxCLj8EY_000370,car passing by,1,data/frames/oqVkxCLj8EY_000370,8
yRBKGI1DjXc_000411,footsteps on snow,5,data/frames/yRBKGI1DjXc_000411,8
ZRBdcMCPFV8_000039,footsteps on snow,5,data/frames/ZRBdcMCPFV8_000039,7
Jm5Qj05pMDQ_000250,raining,7,data/frames/Jm5Qj05pMDQ_000250,8
fxJCUa4gihw_000211,hammering nails,6,data/frames/fxJCUa4gihw_000211,7
di7eVZNlpkw_000040,car passing by,1,data/frames/di7eVZNlpkw_000040,8
xC-FE1l3Cxs_000368,footsteps on snow,5,data/frames/xC-FE1l3Cxs_000368,8
P15JhIEHVHg_000030,dog barking,2,data/frames/P15JhIEHVHg_000030,8
NXeVBvS5cxQ_000030,typing on computer keyboard,9,data/frames/NXeVBvS5cxQ_000030,8
_HEzeeRT5_0_000040,basketball bounce,0,data/frames/_HEzeeRT5_0_000040,8
RzheyPWA3fA_000030,fire crackling,4,data/frames/RzheyPWA3fA_000030,8
yzh8PW_nMz4_000066,ripping paper,8,data/frames/yzh8PW_nMz4_000066,7
1u1orBeV4xI_000428,ripping paper,8,data/frames/1u1orBeV4xI_000428,7
8TWtLCjUI5I_000000,dog barking,2,data/frames/8TWtLCjUI5I_000000,8
1F3_bvIT0ig_000000,car passing by,1,data/frames/1F3_bvIT0ig_000000,8
pzZBnD-EL80_000085,hammering nails,6,data/frames/pzZBnD-EL80_000085,7
fvQeqBqqcVw_000030,raining,7,data/frames/fvQeqBqqcVw_000030,8
YUcV-grp898_000009,typing on computer keyboard,9,data/frames/YUcV-grp898_000009,8
6pdLhFJHFwA_000000,hammering nails,6,data/frames/6pdLhFJHFwA_000000,8
betIn2CIoDw_000000,basketball bounce,0,data/frames/betIn2CIoDw_000000,8
TBCKVIvh7Ug_000030,fire crackling,4,data/frames/TBCKVIvh7Ug_000030,8
bZpxpqedQTQ_000193,hammering nails,6,data/frames/bZpxpqedQTQ_000193,8
FeXZY4eVLlo_000040,basketball bounce,0,data/frames/FeXZY4eVLlo_000040,8
kuNDPraGm58_000004,footsteps on snow,5,data/frames/kuNDPraGm58_000004,7
7Ma67n3TbwI_000000,fire crackling,4,data/frames/7Ma67n3TbwI_000000,8
b_RtXz277T0_000030,door slamming,3,data/frames/b_RtXz277T0_000030,8
vKjtxUDSxCA_000010,door slamming,3,data/frames/vKjtxUDSxCA_000010,8
NF1lwZ24RYI_000030,dog barking,2,data/frames/NF1lwZ24RYI_000030,8
AvEJZqK2G1A_000030,basketball bounce,0,data/frames/AvEJZqK2G1A_000030,8
_fTONy_pqik_000030,dog barking,2,data/frames/_fTONy_pqik_000030,8
wVDpGmvoBns_000030,fire crackling,4,data/frames/wVDpGmvoBns_000030,8
5jZ91X-828c_000170,footsteps on snow,5,data/frames/5jZ91X-828c_000170,8
v1lL0vPKMq0_000030,fire crackling,4,data/frames/v1lL0vPKMq0_000030,8
ge3cIE2a9yU_000574,ripping paper,8,data/frames/ge3cIE2a9yU_000574,8
dmdMvf8RkSQ_000030,fire crackling,4,data/frames/dmdMvf8RkSQ_000030,8
EY1UjHKhb0o_000083,hammering nails,6,data/frames/EY1UjHKhb0o_000083,8
nJSmEj97SII_000691,hammering nails,6,data/frames/nJSmEj97SII_000691,6
UxZYiE92UYQ_000152,footsteps on snow,5,data/frames/UxZYiE92UYQ_000152,6
Jz5wulRv1Ps_000030,typing on computer keyboard,9,data/frames/Jz5wulRv1Ps_000030,8
1G6wtnmdZhE_000030,car passing by,1,data/frames/1G6wtnmdZhE_000030,8
XuaJVdMCCoU_000030,dog barking,2,data/frames/XuaJVdMCCoU_000030,8
1NkUBIl2Plw_000030,raining,7,data/frames/1NkUBIl2Plw_000030,8
UxEyOSK9nxo_000030,fire crackling,4,data/frames/UxEyOSK9nxo_000030,8
1MP3sQTk8wo_000000,dog barking,2,data/frames/1MP3sQTk8wo_000000,8
v5IM8bUpeP8_000030,dog barking,2,data/frames/v5IM8bUpeP8_000030,8
oNj-Q5gtYz4_000030,typing on computer keyboard,9,data/frames/oNj-Q5gtYz4_000030,8
UAhzckt0y3U_000030,dog barking,2,data/frames/UAhzckt0y3U_000030,8
RUfBSmbs6j0_000025,hammering nails,6,data/frames/RUfBSmbs6j0_000025,7
jcoTSA5FxpE_000030,dog barking,2,data/frames/jcoTSA5FxpE_000030,8
ktLR-WjB_C8_000044,ripping paper,8,data/frames/ktLR-WjB_C8_000044,7
07bi-w2VKeg_000035,footsteps on snow,5,data/frames/07bi-w2VKeg_000035,7
aCt1gdSARiU_000030,basketball bounce,0,data/frames/aCt1gdSARiU_000030,8
8J7_lNvLMwI_000034,hammering nails,6,data/frames/8J7_lNvLMwI_000034,7
Mi2PLjJbpQ0_000190,hammering nails,6,data/frames/Mi2PLjJbpQ0_000190,8
Ti0Ck0xTdw4_000030,typing on computer keyboard,9,data/frames/Ti0Ck0xTdw4_000030,8
DIkH3opVS8o_000030,raining,7,data/frames/DIkH3opVS8o_000030,8
9RNNZ3e-9IA_000028,dog barking,2,data/frames/9RNNZ3e-9IA_000028,8
ZqwS3tAXyAg_000450,basketball bounce,0,data/frames/ZqwS3tAXyAg_000450,8
Mt8jQmWWmEE_000030,raining,7,data/frames/Mt8jQmWWmEE_000030,8
pKG3RMK__dc_000110,car passing by,1,data/frames/pKG3RMK__dc_000110,8
QJDLZ53UsLk_000320,car passing by,1,data/frames/QJDLZ53UsLk_000320,8
kqC9pgKN--c_000365,ripping paper,8,data/frames/kqC9pgKN--c_000365,8
MjgUwbwjOzQ_000030,fire crackling,4,data/frames/MjgUwbwjOzQ_000030,8
